"p","Points:0","Points:1","Points:2"
-0.0002022,250,9.12,-150
-0.00024564,249.94,12.656,-150
-0.00013458,249.75,16.187,-150
0.0009517,249.44,19.71,-150
0.0006427,249,23.219,-150
-0.00025575,248.44,26.711,-150
-3.3926e-05,247.76,30.181,-150
3.7135e-05,246.95,33.624,-150
0.00042008,246.02,37.037,-150
-3.0881e-05,244.98,40.415,-150
-5.0235e-05,243.81,43.753,-150
6.82e-05,242.53,47.049,-150
0.00034956,241.13,50.297,-150
-4.2529e-05,239.62,53.493,-150
-0.00013692,237.99,56.634,-150
-0.00051723,236.26,59.715,-150
0.00067395,234.41,62.734,-150
-0.00027619,232.46,65.685,-150
0.0006311,230.41,68.565,-150
-0.00051974,228.26,71.371,-150
-0.0011922,226.01,74.1,-150
-0.0012064,223.67,76.747,-150
-0.00062284,221.23,79.309,-150
0.0007466,218.7,81.784,-150
0.00042546,216.09,84.168,-150
0.00031277,213.39,86.457,-150
0.0013614,210.62,88.651,-150
0.00035719,207.77,90.744,-150
-7.1095e-05,204.85,92.736,-150
-0.00010378,201.86,94.623,-150
0.00028698,198.8,96.403,-150
0.00065488,195.69,98.074,-150
0.00024058,192.51,99.634,-150
2.994e-05,189.28,101.08,-150
-0.0007802,186.01,102.41,-150
0.00022745,182.69,103.63,-150
0.00051812,179.32,104.72,-150
5.8314e-06,175.93,105.7,-150
0.00023886,172.5,106.56,-150
-0.00013492,169.04,107.29,-150
0.00051322,165.55,107.9,-150
0.00048422,162.05,108.39,-150
0.00050589,158.53,108.76,-150
0.000545,155,108.99,-150
0.00044215,151.47,109.11,-150
0.00041931,147.93,109.1,-150
0.00051932,144.4,108.96,-150
0.00043172,140.87,108.7,-150
0.00012104,137.36,108.32,-150
0.00099259,133.86,107.81,-150
0.00070217,130.38,107.18,-150
0.00050022,126.92,106.42,-150
0.0006574,123.5,105.54,-150
0.00094577,120.1,104.55,-150
-0.0001334,116.75,103.43,-150
0.00069229,113.44,102.2,-150
0.0005727,110.17,100.84,-150
0.00056974,106.95,99.379,-150
0.00013538,103.78,97.8,-150
-0.00031096,100.68,96.11,-150
0.00070977,97.633,94.312,-150
0.00016414,94.653,92.407,-150
0.00050559,91.743,90.398,-150
-0.00021404,88.906,88.287,-150
0.0006512,86.144,86.078,-150
-3.9456e-07,83.463,83.772,-150
0.00081752,80.865,81.372,-150
4.8635e-05,78.354,78.883,-150
0.00027285,75.932,76.306,-150
0.00017931,73.603,73.645,-150
-7.9943e-05,71.369,70.903,-150
-0.00022395,69.234,68.084,-150
0.00011744,67.199,65.192,-150
0.00037838,65.268,62.229,-150
-0.00032746,63.443,59.2,-150
-0.00012622,61.727,56.108,-150
0.00012851,60.121,52.957,-150
-0.0010785,200,9.12,-150
-0.0010037,199.97,10.887,-150
-0.00022487,199.88,12.652,-150
0.00037638,199.72,14.412,-150
0.00033115,199.5,16.166,-150
0.00069746,199.22,17.911,-150
0.00041623,198.88,19.645,-150
-0.00028312,198.48,21.366,-150
-0.00081749,198.01,23.072,-150
-0.00046267,197.49,24.76,-150
-0.00060918,196.91,26.428,-150
-0.00097393,196.27,28.075,-150
-0.0027756,195.57,29.699,-150
-0.001412,194.81,31.296,-150
-0.0035352,194,32.866,-150
-0.0013821,193.13,34.406,-150
-0.0025668,192.21,35.915,-150
-0.0005955,191.24,37.39,-150
-0.0024343,190.22,38.83,-150
-0.00040901,189.14,40.233,-150
0.0011831,188.02,41.597,-150
-0.0019758,186.85,42.92,-150
-0.0015112,185.63,44.201,-150
0.001863,184.37,45.438,-150
-6.4523e-06,183.06,46.63,-150
0.0010453,181.71,47.775,-150
0.0004716,180.33,48.872,-150
0.0019213,178.9,49.919,-150
0.0010768,177.44,50.915,-150
0.0025883,175.95,51.858,-150
-0.00028112,174.42,52.749,-150
-0.0013297,172.87,53.585,-150
-0.0019624,171.28,54.365,-150
0.00050901,169.67,55.089,-150
0.0014237,168.03,55.755,-150
0.0016003,166.37,56.364,-150
0.0014171,164.69,56.913,-150
0.0012692,162.99,57.402,-150
0.00062633,161.28,57.831,-150
0.00059784,159.55,58.199,-150
0.00041821,157.81,58.506,-150
0.0019375,156.06,58.751,-150
0.0023379,154.3,58.934,-150
0.0022707,152.54,59.056,-150
0.0022832,150.77,59.114,-150
0.0023205,149.01,59.11,-150
0.0023261,147.24,59.044,-150
0.0021947,145.48,58.915,-150
0.0017567,143.72,58.724,-150
0.00079934,141.97,58.471,-150
0.00014034,140.23,58.157,-150
0.0010485,138.5,57.781,-150
0.0010815,136.79,57.344,-150
0.00059119,135.1,56.847,-150
0.0018818,133.42,56.291,-150
0.00052317,131.76,55.675,-150
0.0040558,130.13,55.002,-150
0.0022473,128.52,54.271,-150
0.0011266,126.94,53.483,-150
-0.0012741,125.38,52.641,-150
0.0015343,123.86,51.743,-150
0.0014804,122.37,50.793,-150
0.0012503,120.92,49.791,-150
0.0026364,119.5,48.737,-150
0.0013722,118.12,47.634,-150
0.0017435,116.77,46.483,-150
0.0021928,115.47,45.286,-150
-0.00049143,114.22,44.043,-150
-0.00020585,113.01,42.757,-150
0.0017136,111.84,41.428,-150
0.0026956,110.72,40.059,-150
0.00021547,109.65,38.652,-150
-0.00042224,108.63,37.208,-150
-0.00028207,107.67,35.728,-150
0.00066687,106.75,34.216,-150
-0.00089038,105.89,32.672,-150
0.0011715,105.09,31.098,-150
0.00076893,104.34,29.497,-150
3.0487e-05,103.65,27.871,-150
2.6694e-05,103.02,26.221,-150
