"p","Points:0","Points:1","Points:2"
-1.8844e-09,250,9.12,-150
-2.1117e-10,249.94,12.656,-150
1.4953e-09,249.75,16.187,-150
-7.9947e-10,249.44,19.71,-150
5.626e-11,249,23.219,-150
-2.5748e-10,248.44,26.711,-150
-9.4431e-11,247.76,30.181,-150
3.4639e-11,246.95,33.624,-150
-8.1448e-11,246.02,37.037,-150
1.6782e-11,244.98,40.415,-150
-1.5113e-11,243.81,43.753,-150
1.4509e-11,242.53,47.049,-150
1.91e-12,241.13,50.297,-150
1.7333e-11,239.62,53.493,-150
4.7456e-12,237.99,56.634,-150
9.0015e-12,236.26,59.715,-150
-6.5954e-12,234.41,62.734,-150
-4.3882e-12,232.46,65.685,-150
-4.1844e-12,230.41,68.565,-150
8.1062e-12,228.26,71.371,-150
1.5117e-12,226.01,74.1,-150
9.959e-12,223.67,76.747,-150
-6.05e-12,221.23,79.309,-150
2.1839e-12,218.7,81.784,-150
-1.9239e-11,216.09,84.168,-150
-4.3728e-12,213.39,86.457,-150
-1.0374e-11,210.62,88.651,-150
3.648e-11,207.77,90.744,-150
7.3585e-12,204.85,92.736,-150
-2.4974e-11,201.86,94.623,-150
-1.8906e-11,198.8,96.403,-150
-1.2087e-10,195.69,98.074,-150
-4.1092e-11,192.51,99.634,-150
2.7819e-10,189.28,101.08,-150
-6.2188e-11,186.01,102.41,-150
-2.0035e-09,182.69,103.63,-150
-2.8258e-09,179.32,104.72,-150
-2.0097e-10,175.93,105.7,-150
-2.2366e-09,172.5,106.56,-150
-4.8187e-09,169.04,107.29,-150
1.4288e-09,165.55,107.9,-150
4.0478e-09,162.05,108.39,-150
-6.3313e-09,158.53,108.76,-150
7.7618e-09,155,108.99,-150
-1.3599e-09,151.47,109.11,-150
-2.249e-10,147.93,109.1,-150
7.2126e-09,144.4,108.96,-150
-4.5202e-09,140.87,108.7,-150
-4.7168e-09,137.36,108.32,-150
1.4894e-08,133.86,107.81,-150
1.7848e-08,130.38,107.18,-150
1.5347e-09,126.92,106.42,-150
-3.8128e-10,123.5,105.54,-150
1.7218e-09,120.1,104.55,-150
-3.056e-10,116.75,103.43,-150
1.4538e-10,113.44,102.2,-150
1.4921e-10,110.17,100.84,-150
-1.0123e-10,106.95,99.379,-150
-9.6348e-11,103.78,97.8,-150
4.6663e-10,100.68,96.11,-150
1.3909e-12,97.633,94.312,-150
2.2299e-10,94.653,92.407,-150
-6.4428e-11,91.743,90.398,-150
3.604e-12,88.906,88.287,-150
1.2993e-11,86.144,86.078,-150
-9.56e-11,83.463,83.772,-150
-1.8065e-10,80.865,81.372,-150
7.4811e-11,78.354,78.883,-150
5.2103e-10,75.932,76.306,-150
1.9742e-10,73.603,73.645,-150
7.3127e-12,71.369,70.903,-150
4.6028e-10,69.234,68.084,-150
3.5527e-10,67.199,65.192,-150
-2.4474e-09,65.268,62.229,-150
6.9675e-10,63.443,59.2,-150
1.5757e-09,61.727,56.108,-150
-9.8105e-09,60.121,52.957,-150
4.1548e-05,200,9.12,-150
8.9573e-06,199.97,10.887,-150
8.3911e-05,199.88,12.652,-150
