"p","Points:0","Points:1","Points:2"
-6.7945e-11,10,75.3,-150
1.8947e-10,20,71.33,-150
4.7297e-09,30,66.42,-150
-2.7613e-09,40,61.28,-150
-2.34e-07,50,55.96,-150
-3.3922e-06,60,48.96,-150
1.8446e-05,70,42.31,-150
0.0001616,80,35.99,-150
-0.00053476,90,29.6,-150
0.0031376,100,23.58,-150
0.0022559,110,19.46,-150
-0.0037056,120,15.95,-150
0.004912,130,12.56,-150
-0.00331,170,6.28,-150
-0.0010055,180,5.33,-150
0.0019202,190,4.55,-150
-0.0029796,200,3.69,-150
-0.00069582,210,2.91,-150
0.00051455,220,2.57,-150
4.0959e-05,230,2.34,-150
-1.0934e-06,240,2.58,-150
1.5679e-06,250,2.46,-150
-3.7217e-07,260,2.35,-150
-4.2689e-08,270,2.36,-150
3.1721e-10,280,2.75,-150
3.6379e-10,290,3.24,-150
1.2534e-11,10,76.8,-150
-3.7241e-11,20,72.83,-150
-1.4711e-09,30,67.92,-150
6.3341e-10,40,62.78,-150
-1.9464e-07,50,57.46,-150
3.4964e-07,60,50.46,-150
1.9113e-05,70,43.81,-150
0.0002423,80,37.49,-150
0.00089648,90,31.1,-150
-0.0011282,100,25.08,-150
0.0016504,110,20.96,-150
-0.0046787,120,17.45,-150
0.0018195,130,14.06,-150
0.0038969,170,7.78,-150
-0.0023595,180,6.83,-150
0.0019894,190,6.05,-150
-0.0028811,200,5.19,-150
-0.00067984,210,4.41,-150
0.00050975,220,4.07,-150
7.8086e-05,230,3.84,-150
-8.8495e-07,240,4.08,-150
1.3396e-06,250,3.96,-150
-1.5122e-07,260,3.85,-150
-9.0916e-10,270,3.86,-150
3.1429e-09,280,4.25,-150
-3.4115e-10,290,4.74,-150
6.2141e-11,10,78.8,-150
-7.3468e-11,20,74.83,-150
-4.2853e-09,30,69.92,-150
2.3094e-08,40,64.78,-150
-8.7164e-08,50,59.46,-150
7.3192e-08,60,52.46,-150
-3.8933e-05,70,45.81,-150
0.00040756,80,39.49,-150
-0.0010662,90,33.1,-150
0.0016308,100,27.08,-150
0.0009828,110,22.96,-150
0.00042903,120,19.45,-150
0.010245,130,16.06,-150
0.0039032,170,9.78,-150
-0.0028325,180,8.83,-150
0.0012685,190,8.05,-150
-0.0014811,200,7.19,-150
-0.0003018,210,6.41,-150
0.0005038,220,6.07,-150
8.7707e-06,230,5.84,-150
2.8273e-06,240,6.08,-150
-1.8389e-07,250,5.96,-150
1.8166e-07,260,5.85,-150
4.9137e-08,270,5.86,-150
4.5687e-09,280,6.25,-150
-7.8377e-10,290,6.74,-150
-5.0264e-12,10,83.8,-150
-3.3497e-10,20,79.83,-150
5.7026e-09,30,74.92,-150
-5.4423e-08,40,69.78,-150
-4.3203e-07,50,64.46,-150
4.2718e-07,60,57.46,-150
-4.2039e-06,70,50.81,-150
6.6641e-05,80,44.49,-150
-0.0010759,90,38.1,-150
-0.0013972,100,32.08,-150
-0.00042695,110,27.96,-150
0.0015721,120,24.45,-150
-0.0043681,130,21.06,-150
0.0069283,170,14.78,-150
-0.0039156,180,13.83,-150
0.00036163,190,13.05,-150
-0.0019154,200,12.19,-150
0.0002072,210,11.41,-150
0.00042326,220,11.07,-150
-4.9432e-05,230,10.84,-150
3.7414e-07,240,11.08,-150
-1.2144e-06,250,10.96,-150
2.6798e-07,260,10.85,-150
5.1275e-08,270,10.86,-150
-5.9528e-09,280,11.25,-150
-1.8139e-10,290,11.74,-150
-1.504e-11,10,93.8,-150
-1.743e-11,20,89.83,-150
-1.8141e-10,30,84.92,-150
8.4992e-09,40,79.78,-150
-1.2394e-07,50,74.46,-150
8.3908e-07,60,67.46,-150
5.435e-07,70,60.81,-150
4.8855e-05,80,54.49,-150
0.00061137,90,48.1,-150
0.00048459,100,42.08,-150
0.0050446,110,37.96,-150
-0.0012971,120,34.45,-150
-0.0022085,130,31.06,-150
-0.0010719,170,24.78,-150
0.00063813,180,23.83,-150
0.00028742,190,23.05,-150
-0.002702,200,22.19,-150
-7.5441e-05,210,21.41,-150
0.00052336,220,21.07,-150
2.1164e-05,230,20.84,-150
8.8213e-06,240,21.08,-150
-1.8402e-06,250,20.96,-150
-4.0549e-07,260,20.85,-150
-6.4174e-08,270,20.86,-150
4.1489e-09,280,21.25,-150
1.7013e-10,290,21.74,-150
