"p","Points:0","Points:1","Points:2"
-0.00016456,250,9.12,-150
0.0003862,249.94,12.656,-150
-4.3233e-05,249.75,16.187,-150
0.00025846,249.44,19.71,-150
-0.00066034,249,23.219,-150
-0.00038805,248.44,26.711,-150
-0.00053741,247.76,30.181,-150
0.00029075,246.95,33.624,-150
-0.00043584,246.02,37.037,-150
-0.00036624,244.98,40.415,-150
-0.00022994,243.81,43.753,-150
-0.00023144,242.53,47.049,-150
5.5127e-05,241.13,50.297,-150
0.00021731,239.62,53.493,-150
0.00073945,237.99,56.634,-150
0.0013847,236.26,59.715,-150
0.00021225,234.41,62.734,-150
0.0010728,232.46,65.685,-150
0.00010988,230.41,68.565,-150
0.00035687,228.26,71.371,-150
0.0012446,226.01,74.1,-150
2.5357e-06,223.67,76.747,-150
0.0011881,221.23,79.309,-150
-0.00018558,218.7,81.784,-150
0.00012823,216.09,84.168,-150
-7.1579e-05,213.39,86.457,-150
-0.00075326,210.62,88.651,-150
8.1271e-05,207.77,90.744,-150
-0.00016909,204.85,92.736,-150
8.4293e-05,201.86,94.623,-150
0.00059462,198.8,96.403,-150
-0.0015905,195.69,98.074,-150
-0.00066322,192.51,99.634,-150
-1.0417e-05,189.28,101.08,-150
0.00041613,186.01,102.41,-150
0.00028514,182.69,103.63,-150
-0.00022035,179.32,104.72,-150
4.869e-05,175.93,105.7,-150
0.00016367,172.5,106.56,-150
0.00010044,169.04,107.29,-150
0.00023629,165.55,107.9,-150
0.00020474,162.05,108.39,-150
0.00025746,158.53,108.76,-150
0.00040685,155,108.99,-150
0.00043491,151.47,109.11,-150
0.00046051,147.93,109.1,-150
0.0004001,144.4,108.96,-150
0.0001701,140.87,108.7,-150
0.00017961,137.36,108.32,-150
0.0003196,133.86,107.81,-150
2.7756e-05,130.38,107.18,-150
0.00016661,126.92,106.42,-150
9.7547e-05,123.5,105.54,-150
2.5262e-05,120.1,104.55,-150
0.00025306,116.75,103.43,-150
7.1412e-07,113.44,102.2,-150
-1.8599e-05,110.17,100.84,-150
-0.0002192,106.95,99.379,-150
2.6416e-05,103.78,97.8,-150
0.0004319,100.68,96.11,-150
-0.00050697,97.633,94.312,-150
0.00061368,94.653,92.407,-150
-0.00020753,91.743,90.398,-150
0.00058085,88.906,88.287,-150
-0.0014953,86.144,86.078,-150
-0.00017913,83.463,83.772,-150
-0.00264,80.865,81.372,-150
0.00017334,78.354,78.883,-150
-0.00028518,75.932,76.306,-150
0.00063762,73.603,73.645,-150
0.00058548,71.369,70.903,-150
-2.3427e-05,69.234,68.084,-150
0.00065705,67.199,65.192,-150
0.0010724,65.268,62.229,-150
0.00068519,63.443,59.2,-150
8.0269e-05,61.727,56.108,-150
0.0002712,60.121,52.957,-150
-3.1014e-05,200,9.12,-150
-0.00032352,199.97,10.887,-150
-0.00072513,199.88,12.652,-150
-0.001487,199.72,14.412,-150
-0.00089276,199.5,16.166,-150
-0.00082631,199.22,17.911,-150
-0.00039153,198.88,19.645,-150
-0.0014525,198.48,21.366,-150
0.001159,198.01,23.072,-150
-0.00035446,197.49,24.76,-150
-0.00043633,196.91,26.428,-150
0.0014184,196.27,28.075,-150
-0.00045777,195.57,29.699,-150
0.0012836,194.81,31.296,-150
0.0014977,194,32.866,-150
0.00038624,193.13,34.406,-150
0.0031667,192.21,35.915,-150
0.0015547,191.24,37.39,-150
0.0026383,190.22,38.83,-150
-0.00016819,189.14,40.233,-150
0.00010293,188.02,41.597,-150
0.0012413,186.85,42.92,-150
0.00069095,185.63,44.201,-150
-0.00046286,184.37,45.438,-150
-0.00050066,183.06,46.63,-150
-0.0017722,181.71,47.775,-150
0.0014205,180.33,48.872,-150
-0.0012493,178.9,49.919,-150
-0.0014391,177.44,50.915,-150
0.0002404,175.95,51.858,-150
-0.00024975,174.42,52.749,-150
-0.00076423,172.87,53.585,-150
0.00080831,171.28,54.365,-150
-0.00072668,169.67,55.089,-150
-0.00046999,168.03,55.755,-150
-0.0002856,166.37,56.364,-150
3.765e-05,164.69,56.913,-150
0.00010856,162.99,57.402,-150
0.00037486,161.28,57.831,-150
0.00041441,159.55,58.199,-150
6.3804e-05,157.81,58.506,-150
-0.0004649,156.06,58.751,-150
-0.0010496,154.3,58.934,-150
-0.0013873,152.54,59.056,-150
-0.0015868,150.77,59.114,-150
-0.001637,149.01,59.11,-150
-0.0015663,147.24,59.044,-150
-0.0014456,145.48,58.915,-150
-0.00075181,143.72,58.724,-150
4.6098e-06,141.97,58.471,-150
0.00035651,140.23,58.157,-150
0.00075031,138.5,57.781,-150
-0.00026843,136.79,57.344,-150
0.0004206,135.1,56.847,-150
-0.0011121,133.42,56.291,-150
0.00013984,131.76,55.675,-150
-0.0018324,130.13,55.002,-150
-0.0011363,128.52,54.271,-150
-0.00077597,126.94,53.483,-150
0.00095224,125.38,52.641,-150
-0.00056102,123.86,51.743,-150
0.0012608,122.37,50.793,-150
-0.0015375,120.92,49.791,-150
-0.0027434,119.5,48.737,-150
-0.00032488,118.12,47.634,-150
0.00030478,116.77,46.483,-150
0.0028114,115.47,45.286,-150
0.0015944,114.22,44.043,-150
0.0036011,113.01,42.757,-150
-0.0028795,111.84,41.428,-150
-0.0018558,110.72,40.059,-150
-0.0011509,109.65,38.652,-150
0.0021526,108.63,37.208,-150
0.0028746,107.67,35.728,-150
0.00055303,106.75,34.216,-150
0.0016514,105.89,32.672,-150
0.0013304,105.09,31.098,-150
0.00051034,104.34,29.497,-150
-0.00044678,103.65,27.871,-150
-0.0014014,103.02,26.221,-150
