"p","Points:0","Points:1","Points:2"
-0.00024359,250,9.12,-150
0.00010586,249.94,12.656,-150
0.00056081,249.75,16.187,-150
0.00053511,249.44,19.71,-150
0.00038843,249,23.219,-150
0.00046883,248.44,26.711,-150
0.00031595,247.76,30.181,-150
0.0003526,246.95,33.624,-150
-0.0001682,246.02,37.037,-150
-0.00051477,244.98,40.415,-150
-0.0005628,243.81,43.753,-150
-0.00045643,242.53,47.049,-150
-0.00029868,241.13,50.297,-150
0.00056716,239.62,53.493,-150
-8.8616e-05,237.99,56.634,-150
-0.00010049,236.26,59.715,-150
0.0011789,234.41,62.734,-150
0.00069129,232.46,65.685,-150
0.00043784,230.41,68.565,-150
-0.0002558,228.26,71.371,-150
-0.0010586,226.01,74.1,-150
-0.0013031,223.67,76.747,-150
-0.00061516,221.23,79.309,-150
-0.00013429,218.7,81.784,-150
0.00048592,216.09,84.168,-150
-0.00046367,213.39,86.457,-150
0.00088084,210.62,88.651,-150
-2.0403e-05,207.77,90.744,-150
-0.00071742,204.85,92.736,-150
-0.0008015,201.86,94.623,-150
0.00015918,198.8,96.403,-150
-0.0010837,195.69,98.074,-150
-0.00092906,192.51,99.634,-150
-0.00063395,189.28,101.08,-150
-0.00086595,186.01,102.41,-150
-0.0001552,182.69,103.63,-150
-0.00074764,179.32,104.72,-150
-0.00024996,175.93,105.7,-150
-0.0002981,172.5,106.56,-150
-5.0681e-05,169.04,107.29,-150
6.4814e-05,165.55,107.9,-150
5.7224e-05,162.05,108.39,-150
9.9928e-05,158.53,108.76,-150
0.00033581,155,108.99,-150
0.00023102,151.47,109.11,-150
8.3942e-05,147.93,109.1,-150
-4.4543e-05,144.4,108.96,-150
-0.00014983,140.87,108.7,-150
-0.00012153,137.36,108.32,-150
0.00025839,133.86,107.81,-150
-0.0002838,130.38,107.18,-150
9.4463e-05,126.92,106.42,-150
0.0001643,123.5,105.54,-150
2.3761e-05,120.1,104.55,-150
0.00035742,116.75,103.43,-150
-5.5932e-05,113.44,102.2,-150
0.0003267,110.17,100.84,-150
-0.00036237,106.95,99.379,-150
-0.00030431,103.78,97.8,-150
-0.00054918,100.68,96.11,-150
-0.00020178,97.633,94.312,-150
-0.00034634,94.653,92.407,-150
-0.0002543,91.743,90.398,-150
-0.00060225,88.906,88.287,-150
-0.00080708,86.144,86.078,-150
-0.00041066,83.463,83.772,-150
-5.0144e-05,80.865,81.372,-150
-0.00030368,78.354,78.883,-150
-0.00054461,75.932,76.306,-150
-0.00039414,73.603,73.645,-150
-0.00044632,71.369,70.903,-150
-0.00031621,69.234,68.084,-150
-0.00044463,67.199,65.192,-150
-0.00077026,65.268,62.229,-150
-0.00029031,63.443,59.2,-150
-0.00042521,61.727,56.108,-150
-6.1994e-05,60.121,52.957,-150
-0.00032881,200,9.12,-150
-0.00031117,199.97,10.887,-150
-0.00097214,199.88,12.652,-150
-0.0011255,199.72,14.412,-150
-0.0016248,199.5,16.166,-150
-0.00057147,199.22,17.911,-150
-0.0012445,198.88,19.645,-150
0.00015397,198.48,21.366,-150
0.00046806,198.01,23.072,-150
0.00032552,197.49,24.76,-150
0.00015917,196.91,26.428,-150
0.0015281,196.27,28.075,-150
-0.00090586,195.57,29.699,-150
-6.1645e-05,194.81,31.296,-150
-0.00033828,194,32.866,-150
-6.736e-05,193.13,34.406,-150
-0.00012124,192.21,35.915,-150
0.00032739,191.24,37.39,-150
9.8073e-05,190.22,38.83,-150
-0.0013572,189.14,40.233,-150
-0.0041773,188.02,41.597,-150
0.0014674,186.85,42.92,-150
-3.51e-05,185.63,44.201,-150
-0.0026536,184.37,45.438,-150
-0.00063318,183.06,46.63,-150
-0.0020723,181.71,47.775,-150
0.00049641,180.33,48.872,-150
-0.0022421,178.9,49.919,-150
0.00036071,177.44,50.915,-150
-0.0012227,175.95,51.858,-150
-0.00091908,174.42,52.749,-150
0.0010694,172.87,53.585,-150
0.00045481,171.28,54.365,-150
-0.0016003,169.67,55.089,-150
-0.0019072,168.03,55.755,-150
-0.0014739,166.37,56.364,-150
-0.00171,164.69,56.913,-150
-0.0024534,162.99,57.402,-150
-0.00051357,161.28,57.831,-150
0.00034976,159.55,58.199,-150
0.001059,157.81,58.506,-150
0.0013513,156.06,58.751,-150
0.0006135,154.3,58.934,-150
0.00041264,152.54,59.056,-150
0.00046868,150.77,59.114,-150
0.00055636,149.01,59.11,-150
0.00077921,147.24,59.044,-150
0.00093326,145.48,58.915,-150
0.00092736,143.72,58.724,-150
0.00051409,141.97,58.471,-150
0.00036691,140.23,58.157,-150
0.0027453,138.5,57.781,-150
0.0003432,136.79,57.344,-150
0.0016757,135.1,56.847,-150
-0.00038457,133.42,56.291,-150
0.0012949,131.76,55.675,-150
-0.0030928,130.13,55.002,-150
-0.00034662,128.52,54.271,-150
0.0010076,126.94,53.483,-150
0.002892,125.38,52.641,-150
-0.0006792,123.86,51.743,-150
-0.00044034,122.37,50.793,-150
0.002086,120.92,49.791,-150
0.00032797,119.5,48.737,-150
0.00046551,118.12,47.634,-150
-3.5973e-05,116.77,46.483,-150
-0.00181,115.47,45.286,-150
0.0011438,114.22,44.043,-150
0.0010801,113.01,42.757,-150
9.33e-05,111.84,41.428,-150
-0.0025303,110.72,40.059,-150
-0.00075575,109.65,38.652,-150
0.00067567,108.63,37.208,-150
0.0016725,107.67,35.728,-150
-0.00017,106.75,34.216,-150
0.0023246,105.89,32.672,-150
0.00032798,105.09,31.098,-150
-0.0010475,104.34,29.497,-150
0.00077965,103.65,27.871,-150
-0.00026783,103.02,26.221,-150
