"p","Points:0","Points:1","Points:2"
-1.4318e-14,250,9.12,-150
1.8387e-14,249.94,12.656,-150
-1.3314e-14,249.75,16.187,-150
-7.2518e-16,249.44,19.71,-150
-5.025e-15,249,23.219,-150
5.6862e-16,248.44,26.711,-150
1.1979e-16,247.76,30.181,-150
-6.8567e-18,246.95,33.624,-150
-1.676e-16,246.02,37.037,-150
6.4098e-17,244.98,40.415,-150
-3.0619e-17,243.81,43.753,-150
-1.7608e-22,242.53,47.049,-150
-5.7816e-18,241.13,50.297,-150
5.3348e-18,239.62,53.493,-150
2.5426e-18,237.99,56.634,-150
9.2849e-18,236.26,59.715,-150
-5.6924e-18,234.41,62.734,-150
-7.4608e-18,232.46,65.685,-150
-8.9581e-18,230.41,68.565,-150
5.3875e-18,228.26,71.371,-150
-1.7025e-18,226.01,74.1,-150
1.7159e-17,223.67,76.747,-150
-2.0097e-18,221.23,79.309,-150
3.2068e-18,218.7,81.784,-150
-2.2393e-17,216.09,84.168,-150
-1.4453e-18,213.39,86.457,-150
-6.9899e-17,210.62,88.651,-150
-1.1017e-16,207.77,90.744,-150
1.0151e-18,204.85,92.736,-150
1.3411e-18,201.86,94.623,-150
-2.1425e-16,198.8,96.403,-150
-2.505e-16,195.69,98.074,-150
1.1216e-16,192.51,99.634,-150
-4.5853e-16,189.28,101.08,-150
-4.1213e-15,186.01,102.41,-150
2.4538e-14,182.69,103.63,-150
-1.5798e-14,179.32,104.72,-150
6.3381e-15,175.93,105.7,-150
5.5078e-14,172.5,106.56,-150
1.0478e-12,169.04,107.29,-150
3.282e-13,165.55,107.9,-150
1.7477e-13,162.05,108.39,-150
2.9523e-13,158.53,108.76,-150
7.632e-12,155,108.99,-150
-4.2437e-12,151.47,109.11,-150
-6.2209e-12,147.93,109.1,-150
1.6725e-12,144.4,108.96,-150
-1.0673e-13,140.87,108.7,-150
3.1942e-13,137.36,108.32,-150
-4.046e-13,133.86,107.81,-150
-1.1163e-12,130.38,107.18,-150
2.2717e-13,126.92,106.42,-150
3.2308e-14,123.5,105.54,-150
2.7615e-13,120.1,104.55,-150
-5.8803e-14,116.75,103.43,-150
-1.9389e-14,113.44,102.2,-150
-7.4257e-14,110.17,100.84,-150
3.1019e-14,106.95,99.379,-150
-4.7233e-15,103.78,97.8,-150
-4.818e-14,100.68,96.11,-150
6.4473e-15,97.633,94.312,-150
3.4261e-14,94.653,92.407,-150
4.62e-14,91.743,90.398,-150
-8.2576e-16,88.906,88.287,-150
2.948e-14,86.144,86.078,-150
-3.3349e-14,83.463,83.772,-150
-9.4156e-15,80.865,81.372,-150
3.7542e-15,78.354,78.883,-150
-1.2679e-14,75.932,76.306,-150
-2.0108e-14,73.603,73.645,-150
-1.0689e-14,71.369,70.903,-150
4.7581e-14,69.234,68.084,-150
5.82e-14,67.199,65.192,-150
3.6768e-14,65.268,62.229,-150
