"p","Points:0","Points:1","Points:2"
0.00021672,250,9.12,-150
3.2184e-05,249.94,12.656,-150
-1.272e-06,249.75,16.187,-150
6.898e-05,249.44,19.71,-150
0.00049078,249,23.219,-150
9.2207e-05,248.44,26.711,-150
-5.5566e-05,247.76,30.181,-150
0.00015182,246.95,33.624,-150
0.00012675,246.02,37.037,-150
-5.3796e-05,244.98,40.415,-150
7.7425e-05,243.81,43.753,-150
0.00013696,242.53,47.049,-150
-0.0001981,241.13,50.297,-150
-0.0008379,239.62,53.493,-150
-0.00058421,237.99,56.634,-150
-0.00086303,236.26,59.715,-150
-0.00037904,234.41,62.734,-150
-0.00033821,232.46,65.685,-150
-0.0021137,230.41,68.565,-150
0.00010583,228.26,71.371,-150
-0.00029037,226.01,74.1,-150
0.0011098,223.67,76.747,-150
0.00087015,221.23,79.309,-150
0.0009698,218.7,81.784,-150
0.0021822,216.09,84.168,-150
0.00042332,213.39,86.457,-150
0.0010953,210.62,88.651,-150
0.0004063,207.77,90.744,-150
5.4588e-05,204.85,92.736,-150
0.00010698,201.86,94.623,-150
-0.00054723,198.8,96.403,-150
0.0014737,195.69,98.074,-150
0.00043797,192.51,99.634,-150
-0.00020427,189.28,101.08,-150
-0.00015982,186.01,102.41,-150
-0.00050321,182.69,103.63,-150
-0.00045708,179.32,104.72,-150
-0.00018956,175.93,105.7,-150
-0.00035591,172.5,106.56,-150
-0.00034594,169.04,107.29,-150
-0.00032385,165.55,107.9,-150
-0.00020434,162.05,108.39,-150
-0.00026361,158.53,108.76,-150
-0.00063053,155,108.99,-150
-0.00071801,151.47,109.11,-150
-0.00058232,147.93,109.1,-150
-0.00030122,144.4,108.96,-150
-4.8915e-05,140.87,108.7,-150
-0.0006415,137.36,108.32,-150
0.00041291,133.86,107.81,-150
6.5538e-05,130.38,107.18,-150
-0.00052118,126.92,106.42,-150
-0.00029224,123.5,105.54,-150
0.00021391,120.1,104.55,-150
-0.0010986,116.75,103.43,-150
-0.00057585,113.44,102.2,-150
-0.0002118,110.17,100.84,-150
-0.00057817,106.95,99.379,-150
-0.0004562,103.78,97.8,-150
-0.0007429,100.68,96.11,-150
1.2674e-05,97.633,94.312,-150
-0.0009574,94.653,92.407,-150
-0.00055689,91.743,90.398,-150
-0.00010857,88.906,88.287,-150
0.00016883,86.144,86.078,-150
-0.00020659,83.463,83.772,-150
0.00059994,80.865,81.372,-150
-0.00014375,78.354,78.883,-150
0.0018239,75.932,76.306,-150
0.00035095,73.603,73.645,-150
-0.00055383,71.369,70.903,-150
-0.0022831,69.234,68.084,-150
-0.0004913,67.199,65.192,-150
0.00013044,65.268,62.229,-150
-0.00076198,63.443,59.2,-150
-0.00012179,61.727,56.108,-150
6.6482e-05,60.121,52.957,-150
0.00010867,200,9.12,-150
9.0957e-05,199.97,10.887,-150
-0.00035925,199.88,12.652,-150
-0.00045272,199.72,14.412,-150
-0.0012007,199.5,16.166,-150
-0.00019119,199.22,17.911,-150
-0.00063738,198.88,19.645,-150
-3.7647e-05,198.48,21.366,-150
-7.2379e-05,198.01,23.072,-150
9.7907e-05,197.49,24.76,-150
0.00022302,196.91,26.428,-150
0.00079692,196.27,28.075,-150
-0.00013511,195.57,29.699,-150
0.0012086,194.81,31.296,-150
0.0010677,194,32.866,-150
7.0998e-05,193.13,34.406,-150
0.00067467,192.21,35.915,-150
0.00027362,191.24,37.39,-150
0.00011951,190.22,38.83,-150
-0.00095879,189.14,40.233,-150
-0.00083562,188.02,41.597,-150
-1.1125e-05,186.85,42.92,-150
-0.00046383,185.63,44.201,-150
0.0033408,184.37,45.438,-150
0.00051323,183.06,46.63,-150
-0.0025603,181.71,47.775,-150
0.0021405,180.33,48.872,-150
-9.595e-05,178.9,49.919,-150
-0.00026596,177.44,50.915,-150
-0.0024201,175.95,51.858,-150
0.00049586,174.42,52.749,-150
-0.00070048,172.87,53.585,-150
0.0022869,171.28,54.365,-150
-0.001205,169.67,55.089,-150
-0.00067132,168.03,55.755,-150
-0.00031576,166.37,56.364,-150
0.00031812,164.69,56.913,-150
-0.00084848,162.99,57.402,-150
-0.00065939,161.28,57.831,-150
-0.00056202,159.55,58.199,-150
-0.00022368,157.81,58.506,-150
2.5174e-05,156.06,58.751,-150
-0.00072001,154.3,58.934,-150
-0.00096103,152.54,59.056,-150
-0.0011345,150.77,59.114,-150
-0.0010508,149.01,59.11,-150
-0.00085635,147.24,59.044,-150
-0.00032177,145.48,58.915,-150
0.0001662,143.72,58.724,-150
-0.0001335,141.97,58.471,-150
-0.00029535,140.23,58.157,-150
0.0009575,138.5,57.781,-150
-0.00099222,136.79,57.344,-150
0.00043272,135.1,56.847,-150
-0.0015741,133.42,56.291,-150
-0.00014461,131.76,55.675,-150
-0.0029218,130.13,55.002,-150
-0.0011905,128.52,54.271,-150
-0.00084408,126.94,53.483,-150
0.0010503,125.38,52.641,-150
-0.001606,123.86,51.743,-150
-0.0027445,122.37,50.793,-150
-0.0032013,120.92,49.791,-150
-0.0012548,119.5,48.737,-150
-0.0010662,118.12,47.634,-150
-0.001835,116.77,46.483,-150
-0.0041963,115.47,45.286,-150
-0.00087364,114.22,44.043,-150
-0.0010329,113.01,42.757,-150
-0.0025951,111.84,41.428,-150
-0.00067617,110.72,40.059,-150
-0.0014521,109.65,38.652,-150
-0.00048645,108.63,37.208,-150
0.00023896,107.67,35.728,-150
0.00070539,106.75,34.216,-150
-0.0010959,105.89,32.672,-150
0.00094586,105.09,31.098,-150
-7.2082e-05,104.34,29.497,-150
0.00047961,103.65,27.871,-150
0.00023888,103.02,26.221,-150
