"p","Points:0","Points:1","Points:2"
5.5779e-05,250,9.12,-150
-0.00010161,249.94,12.656,-150
-4.3634e-05,249.75,16.187,-150
-3.2931e-05,249.44,19.71,-150
2.8285e-06,249,23.219,-150
0.00010233,248.44,26.711,-150
0.0002493,247.76,30.181,-150
7.0864e-05,246.95,33.624,-150
0.00029426,246.02,37.037,-150
0.00046948,244.98,40.415,-150
0.00057149,243.81,43.753,-150
0.00053044,242.53,47.049,-150
0.00038371,241.13,50.297,-150
3.7464e-05,239.62,53.493,-150
-7.4032e-05,237.99,56.634,-150
-0.00032042,236.26,59.715,-150
-0.00047474,234.41,62.734,-150
-0.00051419,232.46,65.685,-150
-0.00012454,230.41,68.565,-150
-0.00054809,228.26,71.371,-150
-0.0013997,226.01,74.1,-150
-0.00060258,223.67,76.747,-150
-0.0010162,221.23,79.309,-150
-0.00061442,218.7,81.784,-150
-0.00063132,216.09,84.168,-150
-0.00072909,213.39,86.457,-150
-0.00068672,210.62,88.651,-150
-0.0011171,207.77,90.744,-150
-0.00061072,204.85,92.736,-150
-0.0002559,201.86,94.623,-150
0.00074595,198.8,96.403,-150
-0.00075122,195.69,98.074,-150
-0.00053027,192.51,99.634,-150
1.7082e-05,189.28,101.08,-150
0.00080875,186.01,102.41,-150
-0.00023265,182.69,103.63,-150
-0.00010207,179.32,104.72,-150
-8.0079e-05,175.93,105.7,-150
3.3304e-05,172.5,106.56,-150
0.00029421,169.04,107.29,-150
8.1865e-05,165.55,107.9,-150
-5.5821e-05,162.05,108.39,-150
-8.1584e-05,158.53,108.76,-150
0.00018575,155,108.99,-150
0.00026674,151.47,109.11,-150
0.00022817,147.93,109.1,-150
5.3101e-05,144.4,108.96,-150
-0.00022781,140.87,108.7,-150
0.00030842,137.36,108.32,-150
-0.00031778,133.86,107.81,-150
-0.00024838,130.38,107.18,-150
0.00017518,126.92,106.42,-150
0.00014549,123.5,105.54,-150
-0.00013366,120.1,104.55,-150
0.00051369,116.75,103.43,-150
0.00010436,113.44,102.2,-150
-0.00042055,110.17,100.84,-150
4.1943e-05,106.95,99.379,-150
-9.295e-06,103.78,97.8,-150
-7.8961e-05,100.68,96.11,-150
0.00030088,97.633,94.312,-150
-0.00019382,94.653,92.407,-150
0.00029679,91.743,90.398,-150
-0.00075639,88.906,88.287,-150
-0.00054389,86.144,86.078,-150
-0.00020547,83.463,83.772,-150
-0.00091655,80.865,81.372,-150
-0.00059971,78.354,78.883,-150
-0.001211,75.932,76.306,-150
-0.0010256,73.603,73.645,-150
-0.00092436,71.369,70.903,-150
0.00069152,69.234,68.084,-150
-0.00027939,67.199,65.192,-150
-0.0013303,65.268,62.229,-150
-3.3973e-05,63.443,59.2,-150
-0.0010646,61.727,56.108,-150
0.00072989,60.121,52.957,-150
0.00013797,200,9.12,-150
0.0001318,199.97,10.887,-150
-0.00026851,199.88,12.652,-150
-0.00042284,199.72,14.412,-150
-0.00025441,199.5,16.166,-150
-0.00014726,199.22,17.911,-150
-0.00037558,198.88,19.645,-150
-0.00021867,198.48,21.366,-150
0.00016653,198.01,23.072,-150
0.00064292,197.49,24.76,-150
0.0002702,196.91,26.428,-150
0.0010742,196.27,28.075,-150
0.0014195,195.57,29.699,-150
0.00091155,194.81,31.296,-150
-0.0003343,194,32.866,-150
0.00044827,193.13,34.406,-150
0.00043068,192.21,35.915,-150
-0.00086734,191.24,37.39,-150
8.366e-05,190.22,38.83,-150
-0.0010434,189.14,40.233,-150
-0.00029845,188.02,41.597,-150
-0.0013854,186.85,42.92,-150
-0.0011195,185.63,44.201,-150
0.00035115,184.37,45.438,-150
-0.00036045,183.06,46.63,-150
-0.00022964,181.71,47.775,-150
-0.00084468,180.33,48.872,-150
0.00026341,178.9,49.919,-150
-0.00030411,177.44,50.915,-150
-0.00068861,175.95,51.858,-150
0.0011061,174.42,52.749,-150
-0.00073322,172.87,53.585,-150
0.0022216,171.28,54.365,-150
0.00072816,169.67,55.089,-150
0.0014403,168.03,55.755,-150
0.001807,166.37,56.364,-150
0.001602,164.69,56.913,-150
0.00085059,162.99,57.402,-150
0.00036835,161.28,57.831,-150
0.00027134,159.55,58.199,-150
0.00094522,157.81,58.506,-150
-0.00029733,156.06,58.751,-150
-0.0012967,154.3,58.934,-150
-0.0016593,152.54,59.056,-150
-0.0017792,150.77,59.114,-150
-0.0016287,149.01,59.11,-150
-0.0013726,147.24,59.044,-150
-0.0011602,145.48,58.915,-150
-0.00027215,143.72,58.724,-150
0.00085842,141.97,58.471,-150
-0.00043227,140.23,58.157,-150
0.0011524,138.5,57.781,-150
0.00020398,136.79,57.344,-150
0.0002714,135.1,56.847,-150
0.0002525,133.42,56.291,-150
0.00018877,131.76,55.675,-150
-0.00058137,130.13,55.002,-150
0.0003498,128.52,54.271,-150
0.00061665,126.94,53.483,-150
0.00079454,125.38,52.641,-150
-0.00054764,123.86,51.743,-150
-0.0010391,122.37,50.793,-150
-0.0019266,120.92,49.791,-150
-0.00068859,119.5,48.737,-150
-0.00037121,118.12,47.634,-150
-0.00034565,116.77,46.483,-150
-0.0029722,115.47,45.286,-150
0.00092608,114.22,44.043,-150
0.0010565,113.01,42.757,-150
-0.001219,111.84,41.428,-150
-0.00056701,110.72,40.059,-150
0.002513,109.65,38.652,-150
0.0013837,108.63,37.208,-150
6.3707e-05,107.67,35.728,-150
0.0017864,106.75,34.216,-150
-0.00080906,105.89,32.672,-150
0.00014164,105.09,31.098,-150
0.0033695,104.34,29.497,-150
0.00047445,103.65,27.871,-150
-0.00012572,103.02,26.221,-150
