"p","Points:0","Points:1","Points:2"
0.00011739,250,9.12,-150
9.9296e-05,249.94,12.656,-150
0.00017853,249.75,16.187,-150
0.00023887,249.44,19.71,-150
7.6667e-05,249,23.219,-150
-2.7539e-05,248.44,26.711,-150
7.763e-05,247.76,30.181,-150
-0.00016424,246.95,33.624,-150
0.00019603,246.02,37.037,-150
0.00011194,244.98,40.415,-150
-0.00018669,243.81,43.753,-150
-0.00057129,242.53,47.049,-150
-0.00038998,241.13,50.297,-150
2.4038e-05,239.62,53.493,-150
-0.00027196,237.99,56.634,-150
-0.00057444,236.26,59.715,-150
0.00051103,234.41,62.734,-150
3.0451e-05,232.46,65.685,-150
-0.00035407,230.41,68.565,-150
0.00014533,228.26,71.371,-150
-0.0013887,226.01,74.1,-150
0.00033135,223.67,76.747,-150
0.00090744,221.23,79.309,-150
-6.3445e-05,218.7,81.784,-150
0.00042153,216.09,84.168,-150
-0.00011208,213.39,86.457,-150
0.00010571,210.62,88.651,-150
5.4236e-06,207.77,90.744,-150
7.8937e-05,204.85,92.736,-150
7.4159e-05,201.86,94.623,-150
0.00036764,198.8,96.403,-150
9.8851e-05,195.69,98.074,-150
0.00019123,192.51,99.634,-150
0.0003224,189.28,101.08,-150
1.1779e-05,186.01,102.41,-150
0.00026001,182.69,103.63,-150
0.00033883,179.32,104.72,-150
0.00025651,175.93,105.7,-150
0.00025853,172.5,106.56,-150
8.8241e-05,169.04,107.29,-150
0.00039454,165.55,107.9,-150
0.00033367,162.05,108.39,-150
0.0003004,158.53,108.76,-150
0.00033794,155,108.99,-150
0.00033026,151.47,109.11,-150
0.00032867,147.93,109.1,-150
0.00030436,144.4,108.96,-150
0.00014511,140.87,108.7,-150
0.00020447,137.36,108.32,-150
0.00040486,133.86,107.81,-150
9.6039e-05,130.38,107.18,-150
0.00035477,126.92,106.42,-150
0.00054795,123.5,105.54,-150
0.00084169,120.1,104.55,-150
-0.00023037,116.75,103.43,-150
0.00041427,113.44,102.2,-150
0.00088118,110.17,100.84,-150
0.00036811,106.95,99.379,-150
-1.3704e-05,103.78,97.8,-150
-0.0009713,100.68,96.11,-150
0.00060762,97.633,94.312,-150
0.00042362,94.653,92.407,-150
0.00026894,91.743,90.398,-150
0.0010762,88.906,88.287,-150
0.00082384,86.144,86.078,-150
0.00040268,83.463,83.772,-150
-0.00022516,80.865,81.372,-150
-0.00026192,78.354,78.883,-150
-0.00093936,75.932,76.306,-150
-0.00024761,73.603,73.645,-150
-0.00074671,71.369,70.903,-150
-0.00037486,69.234,68.084,-150
0.00070081,67.199,65.192,-150
-0.0014468,65.268,62.229,-150
0.00076493,63.443,59.2,-150
-0.00036215,61.727,56.108,-150
-0.0010173,60.121,52.957,-150
-0.00018985,200,9.12,-150
-7.0308e-05,199.97,10.887,-150
-4.3205e-05,199.88,12.652,-150
-2.1275e-06,199.72,14.412,-150
-8.5441e-05,199.5,16.166,-150
-2.9028e-05,199.22,17.911,-150
-7.6223e-06,198.88,19.645,-150
-3.0015e-05,198.48,21.366,-150
3.3877e-05,198.01,23.072,-150
-0.00022439,197.49,24.76,-150
-0.00034492,196.91,26.428,-150
0.00037568,196.27,28.075,-150
-0.0014515,195.57,29.699,-150
-0.00020888,194.81,31.296,-150
0.00018799,194,32.866,-150
-0.00065686,193.13,34.406,-150
0.00070688,192.21,35.915,-150
-0.00019991,191.24,37.39,-150
0.000283,190.22,38.83,-150
-0.0016853,189.14,40.233,-150
-0.00063616,188.02,41.597,-150
0.00083214,186.85,42.92,-150
0.00011175,185.63,44.201,-150
-0.00010563,184.37,45.438,-150
-0.00050354,183.06,46.63,-150
-0.00060746,181.71,47.775,-150
0.0015446,180.33,48.872,-150
7.041e-05,178.9,49.919,-150
-0.00079122,177.44,50.915,-150
0.00032664,175.95,51.858,-150
-0.0005515,174.42,52.749,-150
0.00089248,172.87,53.585,-150
-0.0025927,171.28,54.365,-150
0.0001563,169.67,55.089,-150
-0.00073988,168.03,55.755,-150
-0.0017398,166.37,56.364,-150
-0.0020741,164.69,56.913,-150
-0.0020942,162.99,57.402,-150
-0.0021974,161.28,57.831,-150
-0.0021265,159.55,58.199,-150
0.00053084,157.81,58.506,-150
0.000573,156.06,58.751,-150
0.00022561,154.3,58.934,-150
-4.7759e-05,152.54,59.056,-150
-0.00020362,150.77,59.114,-150
-0.00028255,149.01,59.11,-150
-0.00024822,147.24,59.044,-150
5.4302e-05,145.48,58.915,-150
0.00047583,143.72,58.724,-150
-0.00020852,141.97,58.471,-150
-0.0017078,140.23,58.157,-150
-1.6907e-05,138.5,57.781,-150
-0.0002066,136.79,57.344,-150
8.9008e-06,135.1,56.847,-150
7.8531e-06,133.42,56.291,-150
0.00045951,131.76,55.675,-150
-0.0016213,130.13,55.002,-150
-0.0011659,128.52,54.271,-150
0.00078279,126.94,53.483,-150
0.0014283,125.38,52.641,-150
4.1689e-05,123.86,51.743,-150
-0.0012355,122.37,50.793,-150
0.0035547,120.92,49.791,-150
-2.4246e-05,119.5,48.737,-150
0.00044008,118.12,47.634,-150
0.0004781,116.77,46.483,-150
0.0028182,115.47,45.286,-150
0.00098856,114.22,44.043,-150
0.0013893,113.01,42.757,-150
-0.0017868,111.84,41.428,-150
-0.0026078,110.72,40.059,-150
