"p","Points:0","Points:1","Points:2"
-0.00024932,10,75.3,-150
0.00024995,20,71.33,-150
0.00054519,30,66.42,-150
0.0012909,40,61.28,-150
0.00070968,50,55.96,-150
-0.0036591,60,48.96,-150
-0.0014081,70,42.31,-150
0.0010843,80,35.99,-150
-0.00014011,90,29.6,-150
-0.0039156,100,23.58,-150
0.0019387,110,19.46,-150
0.004114,120,15.95,-150
-0.0039396,130,12.56,-150
-0.00016002,170,6.28,-150
-0.00039792,180,5.33,-150
0.00019621,190,4.55,-150
0.00052277,200,3.69,-150
-5.6229e-05,210,2.91,-150
0.00010941,220,2.57,-150
4.9777e-05,230,2.34,-150
-1.023e-06,240,2.58,-150
0.00016352,250,2.46,-150
-0.00011358,260,2.35,-150
0.00011945,270,2.36,-150
-7.1438e-05,280,2.75,-150
0.00033012,290,3.24,-150
1.4628e-05,10,76.8,-150
0.0013649,20,72.83,-150
0.00059707,30,67.92,-150
0.0013827,40,62.78,-150
0.00080007,50,57.46,-150
-0.00045192,60,50.46,-150
-0.00088422,70,43.81,-150
0.0019236,80,37.49,-150
-0.00069518,90,31.1,-150
0.002057,100,25.08,-150
0.0010664,110,20.96,-150
-0.00074012,120,17.45,-150
-0.0064697,130,14.06,-150
0.00031561,170,7.78,-150
-0.00024757,180,6.83,-150
1.6621e-05,190,6.05,-150
-0.00018164,200,5.19,-150
0.00013475,210,4.41,-150
-2.4965e-05,220,4.07,-150
2.1813e-05,230,3.84,-150
-7.7732e-06,240,4.08,-150
2.1493e-05,250,3.96,-150
-8.6338e-05,260,3.85,-150
0.00012306,270,3.86,-150
-6.3666e-05,280,4.25,-150
0.00027189,290,4.74,-150
-0.0002762,10,78.8,-150
-0.00022493,20,74.83,-150
-0.00070142,30,69.92,-150
-0.002456,40,64.78,-150
-0.0012064,50,59.46,-150
-0.00053673,60,52.46,-150
0.0016976,70,45.81,-150
-0.00055172,80,39.49,-150
-0.0016016,90,33.1,-150
-0.00084199,100,27.08,-150
-0.0019441,110,22.96,-150
-0.00028905,120,19.45,-150
-0.00029507,130,16.06,-150
0.001008,170,9.78,-150
0.00041722,180,8.83,-150
-0.00017654,190,8.05,-150
-0.00052519,200,7.19,-150
0.00035736,210,6.41,-150
-0.00011195,220,6.07,-150
0.00015428,230,5.84,-150
-9.9229e-05,240,6.08,-150
-9.2365e-05,250,5.96,-150
-7.5093e-05,260,5.85,-150
0.00015289,270,5.86,-150
-2.0638e-05,280,6.25,-150
0.00015434,290,6.74,-150
-0.00036075,10,83.8,-150
-0.00020166,20,79.83,-150
-0.00086614,30,74.92,-150
0.00064499,40,69.78,-150
-0.0013566,50,64.46,-150
-0.0016083,60,57.46,-150
-0.00077751,70,50.81,-150
0.0014377,80,44.49,-150
0.00066465,90,38.1,-150
0.0033061,100,32.08,-150
0.0013947,110,27.96,-150
0.00092876,120,24.45,-150
-0.0019054,130,21.06,-150
-0.0012231,170,14.78,-150
-0.00028555,180,13.83,-150
-0.00017045,190,13.05,-150
0.00016032,200,12.19,-150
0.00015922,210,11.41,-150
9.7623e-05,220,11.07,-150
3.2549e-05,230,10.84,-150
-0.00019942,240,11.08,-150
4.8403e-05,250,10.96,-150
-3.262e-05,260,10.85,-150
-1.727e-05,270,10.86,-150
4.137e-05,280,11.25,-150
1.3897e-05,290,11.74,-150
0.00025137,10,93.8,-150
0.00054599,20,89.83,-150
-0.00065642,30,84.92,-150
-0.00027968,40,79.78,-150
6.8211e-05,50,74.46,-150
0.00088892,60,67.46,-150
0.00016237,70,60.81,-150
0.0013084,80,54.49,-150
0.00017071,90,48.1,-150
-0.0013986,100,42.08,-150
-0.0061909,110,37.96,-150
0.0026918,120,34.45,-150
0.00089264,130,31.06,-150
0.00034989,170,24.78,-150
-0.00027493,180,23.83,-150
-6.5988e-05,190,23.05,-150
-0.00030939,200,22.19,-150
8.6153e-06,210,21.41,-150
-0.00024032,220,21.07,-150
0.00022465,230,20.84,-150
0.00011872,240,21.08,-150
-0.00026024,250,20.96,-150
-0.0001552,260,20.85,-150
0.00021072,270,20.86,-150
3.3049e-05,280,21.25,-150
6.2573e-05,290,21.74,-150
