"p","Points:0","Points:1","Points:2"
0.00010565,250,9.12,-150
-0.00015886,249.94,12.656,-150
-0.00040026,249.75,16.187,-150
-0.00060034,249.44,19.71,-150
-7.3586e-05,249,23.219,-150
-4.1173e-05,248.44,26.711,-150
-0.00021395,247.76,30.181,-150
3.4228e-05,246.95,33.624,-150
-8.1164e-05,246.02,37.037,-150
5.0726e-05,244.98,40.415,-150
0.00021207,243.81,43.753,-150
0.00042287,242.53,47.049,-150
0.00033909,241.13,50.297,-150
0.00079974,239.62,53.493,-150
0.00089153,237.99,56.634,-150
0.001205,236.26,59.715,-150
0.00089628,234.41,62.734,-150
0.00090603,232.46,65.685,-150
0.00061864,230.41,68.565,-150
-0.00032648,228.26,71.371,-150
0.00012684,226.01,74.1,-150
-0.00075804,223.67,76.747,-150
5.0623e-05,221.23,79.309,-150
-0.00104,218.7,81.784,-150
-0.00047029,216.09,84.168,-150
-0.0001838,213.39,86.457,-150
-0.00062448,210.62,88.651,-150
0.00054609,207.77,90.744,-150
-0.00011484,204.85,92.736,-150
-0.00030258,201.86,94.623,-150
-0.00069812,198.8,96.403,-150
-0.0011574,195.69,98.074,-150
-0.00049304,192.51,99.634,-150
-0.00038159,189.28,101.08,-150
-0.00068945,186.01,102.41,-150
-0.00052808,182.69,103.63,-150
-0.00012481,179.32,104.72,-150
-0.00034784,175.93,105.7,-150
-7.8835e-05,172.5,106.56,-150
0.00012614,169.04,107.29,-150
-0.00034777,165.55,107.9,-150
-0.00048529,162.05,108.39,-150
-0.00046571,158.53,108.76,-150
-0.00035466,155,108.99,-150
-0.00027604,151.47,109.11,-150
-0.00023406,147.93,109.1,-150
-0.00046605,144.4,108.96,-150
-0.00052354,140.87,108.7,-150
0.00013179,137.36,108.32,-150
-0.0017184,133.86,107.81,-150
-0.00036038,130.38,107.18,-150
-0.00027851,126.92,106.42,-150
-0.00051484,123.5,105.54,-150
-0.0017333,120.1,104.55,-150
0.00051732,116.75,103.43,-150
-0.00029806,113.44,102.2,-150
-0.0016114,110.17,100.84,-150
-0.00019132,106.95,99.379,-150
-5.0073e-05,103.78,97.8,-150
0.00097998,100.68,96.11,-150
-0.00065828,97.633,94.312,-150
-0.0002807,94.653,92.407,-150
-0.00048632,91.743,90.398,-150
0.00043662,88.906,88.287,-150
-0.00029419,86.144,86.078,-150
0.00073846,83.463,83.772,-150
-0.00056727,80.865,81.372,-150
0.00023936,78.354,78.883,-150
-0.0015423,75.932,76.306,-150
-0.00046419,73.603,73.645,-150
0.00062069,71.369,70.903,-150
0.0014433,69.234,68.084,-150
-0.0011297,67.199,65.192,-150
0.0017035,65.268,62.229,-150
0.00030419,63.443,59.2,-150
-0.00032237,61.727,56.108,-150
-0.00034622,60.121,52.957,-150
0.00011247,200,9.12,-150
0.00013977,199.97,10.887,-150
0.00028663,199.88,12.652,-150
0.00070121,199.72,14.412,-150
0.00093948,199.5,16.166,-150
0.0010163,199.22,17.911,-150
0.00062887,198.88,19.645,-150
-2.0554e-05,198.48,21.366,-150
-0.00034018,198.01,23.072,-150
0.00060427,197.49,24.76,-150
0.00050698,196.91,26.428,-150
-0.00049528,196.27,28.075,-150
0.002147,195.57,29.699,-150
0.0011444,194.81,31.296,-150
-0.00089748,194,32.866,-150
0.0017335,193.13,34.406,-150
-0.0010239,192.21,35.915,-150
-0.0004465,191.24,37.39,-150
0.00060285,190.22,38.83,-150
0.0040194,189.14,40.233,-150
0.00064245,188.02,41.597,-150
-0.00030978,186.85,42.92,-150
0.0012167,185.63,44.201,-150
0.00091175,184.37,45.438,-150
0.00129,183.06,46.63,-150
-0.00033293,181.71,47.775,-150
-0.00073774,180.33,48.872,-150
0.00047357,178.9,49.919,-150
0.0015451,177.44,50.915,-150
-0.0028998,175.95,51.858,-150
0.0011696,174.42,52.749,-150
-0.004028,172.87,53.585,-150
0.0012841,171.28,54.365,-150
-0.0013233,169.67,55.089,-150
-5.8533e-05,168.03,55.755,-150
0.0013181,166.37,56.364,-150
0.0015359,164.69,56.913,-150
0.0018554,162.99,57.402,-150
0.0019462,161.28,57.831,-150
0.0015204,159.55,58.199,-150
-0.0012652,157.81,58.506,-150
-0.0004745,156.06,58.751,-150
0.0003571,154.3,58.934,-150
0.00067086,152.54,59.056,-150
0.00046452,150.77,59.114,-150
0.0002691,149.01,59.11,-150
0.00017655,147.24,59.044,-150
-8.7038e-05,145.48,58.915,-150
-0.00070908,143.72,58.724,-150
-0.00015022,141.97,58.471,-150
0.0016009,140.23,58.157,-150
-0.0012511,138.5,57.781,-150
0.00055688,136.79,57.344,-150
-0.00093269,135.1,56.847,-150
0.00030669,133.42,56.291,-150
-0.00053577,131.76,55.675,-150
0.0012675,130.13,55.002,-150
0.00049422,128.52,54.271,-150
-0.0014358,126.94,53.483,-150
-0.0027794,125.38,52.641,-150
6.2213e-05,123.86,51.743,-150
0.0026029,122.37,50.793,-150
-0.0055559,120.92,49.791,-150
0.0062591,119.5,48.737,-150
0.0022273,118.12,47.634,-150
0.0026246,116.77,46.483,-150
-0.0053905,115.47,45.286,-150
0.0021476,114.22,44.043,-150
-0.00081146,113.01,42.757,-150
0.0018579,111.84,41.428,-150
0.0022121,110.72,40.059,-150
0.0018583,109.65,38.652,-150
0.00024506,108.63,37.208,-150
-0.0011226,107.67,35.728,-150
0.0013954,106.75,34.216,-150
0.002387,105.89,32.672,-150
-2.7245e-05,105.09,31.098,-150
-0.0021585,104.34,29.497,-150
-0.0020151,103.65,27.871,-150
1.3961e-05,103.02,26.221,-150
